index;dadosBasicos.numero;principal;dadosBasicos.classeProcessual;descricao_classe;dadosBasicos.orgaoJulgador.codigoOrgao;dadosBasicos.orgaoJulgador.nomeOrgao;DSC_TIP_ORGAO;assuntoLocal;assuntoLocal.descricao;codigoAssunto;assuntoLocalPai;codigoPaiNacional;cod_assunto;descricao_assunto;cod_assunto_classe;ocorrencia_ac;valid_ac;categoria;tribunal;cl_principal
 7281;2,88E+16;TRUE; 1116;Execução Fiscal;12197;10ª Vara Federal;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;5;2
 7282;5,06E+18;TRUE;  436;Procedimento do Juizado Especial Cível;12211;14a Vara Federal;1;NA;NA;NA;NA;NA;10671;Obrigação de Fazer / Não Fazer;10671 436;   19;1;0;5;2
 7283;5,00E+19;TRUE; 1116;Execução Fiscal;13845;2ª VARA FEDERAL DE TAUBATÉ;7;NA;NA;NA;NA;NA; 6046;Conselhos Regionais e Afins (Anuidade);6046 1116;14250;1;0;3;2
 7284;5,02E+19;TRUE; 1116;Execução Fiscal;12691;19ª Vara Federal de Curitiba;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 7285;2,26E+16;TRUE;  460;Recurso Inominado Cível;67910;2ª TR - R1 - Belo Horizonte;7;NA;NA;NA;NA;NA; 6098;Rural (Art. 48/51);6098 460;  554;1;0;1;2
 7286;5,00E+19;TRUE;  198;Apelação Cível;17025;Desembargador Federal PAULO ESPÍRITO SANTO;3;NA;NA;NA;NA;NA;10363;Processo Administrativo Disciplinar / Sindicância;10363 198;    5;0;1;2;2
 7287;4,03E+18;FALSE; 1114;Execução Contra a Fazenda Pública;12461;2? VARA FEDERAL DE S?O JOS? DOS CAMPOS;7;NA;NA;NA;NA;NA; 6184;Averbação/Cômputo de tempo de serviço  rural (empregado/empregador);6184 1114;   29;1;0;3;2
 7288;7,95E+15;FALSE; 1116;Execução Fiscal;12007;1ª Vara Federal de Joinville;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 7289;8,00E+18;TRUE;  279;Inquérito Policial;12259;6ª Vara Federal Criminal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 3574;Contrabando ou descaminho;3574 279;  955;1;0;2;268
 7290;5,04E+19;TRUE;  413;Agravo de Execução Penal;72909;Central de Execuções Penais de Porto Alegre;7;NA;NA;NA;NA;NA;10906;Regressão de Regime;10906 413;   13;1;0;4;268
 7291;1,20E+17;FALSE; 1232;Exceção de Incompetência;12620;1ª Vara Federal de Londrina;7;NA;NA;NA;NA;NA;  899;DIREITO CIVIL;899 1232;  755;1;0;4;2
 7292;5,07E+18;TRUE;  436;Procedimento do Juizado Especial Cível;12186;20a. Vara Federal;7;NA;NA;NA;NA;NA; 6062;1/3 de férias;6062 436;  333;1;0;5;2
 7293;5,00E+19;TRUE; 1116;Execução Fiscal;11960;1ª Vara Federal de Pelotas;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 7294;1,81E+16;FALSE; 1116;Execução Fiscal;12903;3ª Vara de Execução Fiscal de Vitória;7;NA;NA;NA;NA;NA;10401;Taxa de Ocupação / Laudêmio / Foro;10401 1116;  194;0;1;2;2
 7295;5,42E+17;TRUE;  460;Recurso Inominado Cível;18477;15ª Vara JEF - Goiânia;7;NA;NA;NA;NA;NA; 6007;Repetição de indébito;6007 460;   59;1;0;1;2
 7296;5,00E+19;TRUE;  436;Procedimento do Juizado Especial Cível;12891;1º Juizado Especial Federal de São João de Meriti;7;NA;NA;NA;NA;NA; 6104;Pensão por Morte (Art. 74/9);6104 436; 1052;1;0;2;2
 7297;5,00E+19;TRUE; 1116;Execução Fiscal;17814;2ª Vara Federal de Criciúma;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 7298;9,53E+15;FALSE;  417;Apelação Criminal;14192;GAB. DES. FEDERAL ROGÉRIO DE MENESES FIALHO MOREIRA;3;NA;NA;NA;NA;NA; 5855;Tráfico Internacional de Pessoas;5855 417;    5;1;1;5;268
 7299;1,05E+16;TRUE; 1116;Execução Fiscal;17674;23ª - Belo Horizonte;7;NA;NA;NA;NA;NA; 6085;FGTS/Fundo de Garantia Por Tempo de Serviço;6085 1116; 4118;1;0;1;2
 7300;2,70E+18;TRUE; 1116;Execução Fiscal;17763;12ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
 7301;5,00E+19;TRUE; 1116;Execução Fiscal;14012;3ª VARA FEDERAL DE GUARULHOS;7;NA;NA;NA;NA;NA; 6046;Conselhos Regionais e Afins (Anuidade);6046 1116;14250;1;0;3;2
 7302;5,02E+18;TRUE;  436;Procedimento do Juizado Especial Cível;13886;23a. Vara Federal - Quixadá;7;NA;NA;NA;NA;NA; 6098;Rural (Art. 48/51);6098 436; 1569;1;0;5;2
 7303;1,88E+16;TRUE; 1118;Embargos à Execução Fiscal;14057;5ª VARA FEDERAL DE CAMPINAS;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1118; 1200;1;0;3;2
 7304;5,00E+19;FALSE; 1116;Execução Fiscal;14009;5ª VARA FEDERAL DE SÃO JOSÉ DO RIO PRETO;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
 7305;5,00E+19;TRUE;  436;Procedimento do Juizado Especial Cível;17758;2º Juizado Especial Federal de Campos;7;NA;NA;NA;NA;NA; 6098;Rural (Art. 48/51);6098 436; 1569;1;0;2;2
 7306;2,49E+17;FALSE;    7;Procedimento Comum Cível;12225;4ª VARA FEDERAL;7;NA;Reajustes de Remuneração, Proventos ou Pensão;NA;NA;NA;10219;Servidor Público Civil;10219 7; 4817;0;1;5;2
 7307;9,52E+16;FALSE; 1116;Execução Fiscal;12175;9ª VARA FEDERAL;7;NA;NA;NA;NA;NA;10435;Acidente de Trânsito;10435 1116;  379;1;0;5;2
 7308;5,00E+19;TRUE;  460;Recurso Inominado Cível;17784;1ª Turma Recursal do Paraná;7;NA;NA;NA;NA;NA;10945;Expurgos Inflacionários / Planos Econômicos;10945 460; 3697;1;0;4;2
 7309;5,00E+19;FALSE;  436;Procedimento do Juizado Especial Cível;14041;1ª VARA-GABINETE DO JUIZADO ESPECIAL FED. DE SÃO PAULO;1;NA;NA;NA;NA;NA;10031;Financiamento Público da Educação e/ou Pesquisa;10031 436;   10;0;1;3;2
 7310;5,04E+19;TRUE; 1116;Execução Fiscal;12872;2ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA;10398;Metrológica;10398 1116; 2002;0;1;2;2
 7311;5,74E+15;FALSE; 1116;Execução Fiscal;12492;3ª VARA FEDERAL DE MARÍLIA;7;NA;NA;NA;NA;NA; 6046;Conselhos Regionais e Afins (Anuidade);6046 1116;14250;1;0;3;2
 7312;5,00E+19;FALSE;  120;Mandado de Segurança Cível;12949;24ª VARA FEDERAL CÍVEL DE SÃO PAULO;7;NA;NA;NA;NA;NA;10423;Anulação;10423 120;    2;0;1;3;2
 7313;5,00E+19;TRUE;  261;Carta Precatória Cível;12696;5ª Vara Federal de Maringá;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 261;   37;1;0;4;2
 7314;5,03E+19;TRUE; 1116;Execução Fiscal;12874;4ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
 7315;5,35E+17;TRUE;  460;Recurso Inominado Cível;67910;2ª TR - R1 - Belo Horizonte;7;NA;NA;NA;NA;NA;10502;Indenização por Dano Material;10502 460;   38;0;1;1;2
 7316;5,03E+19;TRUE; 1116;Execução Fiscal;12876;6ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA;10398;Metrológica;10398 1116; 2002;0;1;2;2
 7317;5,01E+19;TRUE; 1116;Execução Fiscal;12695;7ª Vara Federal de Londrina;7;NA;NA;NA;NA;NA;10399;Profissional;10399 1116; 2182;0;1;4;2
 7318;5,18E+18;TRUE; 1116;Execução Fiscal;17760;10ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
 7319;5,16E+18;TRUE; 1116;Execução Fiscal;12877;7ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
 7320;5,04E+18;TRUE; 1116;Execução Fiscal;17762;11ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
 7321;2,39E+17;FALSE;    7;Procedimento Comum Cível;12223;2ª VARA FEDERAL;7;NA;Reajustes de Remuneração, Proventos ou Pensão;NA;NA;NA;10219;Servidor Público Civil;10219 7; 4817;0;1;5;2
 7322;7,26E+18;FALSE; 1114;Execução Contra a Fazenda Pública;12946;21? VARA FEDERAL C?VEL DE S?O PAULO;7;NA;NA;NA;NA;NA; 5974;Aquisição de veículos automotores;5974 1114;  377;1;0;3;2
 7323;5,00E+19;FALSE;    7;Procedimento Comum Cível;12515;1ª VARA FEDERAL DE GUARULHOS;7;NA;NA;NA;NA;NA; 6118;Aposentadoria por Tempo de Contribuição (Art. 55/6);6118 7; 1614;1;0;3;2
 7324;2,03E+16;FALSE;  460;Recurso Inominado Cível;12975;26ª Vara JEF - Brasília;7;NA;NA;NA;NA;NA; 6095;Aposentadoria por Invalidez;6095 460;  935;1;0;1;2
 7325;2,83E+17;TRUE;12154;Execução de Título Extrajudicial;12240;12ª Vara Federal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 9580;Espécies de Contratos;9580 12154;  283;1;0;2;2
 7326;2,08E+16;FALSE;   22;Procedimento Sumário;12222;1ª VARA FEDERAL;7;NA;Reajustes de Remuneração, Proventos ou Pensão;NA;NA;NA;10219;Servidor Público Civil;10219 22;    9;0;1;5;2
 7327;4,94E+18;TRUE;12154;Execução de Título Extrajudicial;12266;5ª Vara Federal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 9580;Espécies de Contratos;9580 12154;  283;1;0;2;2
 7328;5,04E+18;TRUE; 1111;Execução de Título Judicial;15384;13a. Vara Federal;1;NA;NA;NA;NA;NA; 6101;Auxílio-Doença Previdenciário;6101 1111;  705;1;0;5;2
 7329;5,00E+19;TRUE;  198;Apelação Cível;21691;GAB. 22 - DES.FED. INÊS VIRGÍNIA;3;NA;NA;NA;NA;NA; 6135;Alteração do coeficiente de cálculo do benefício;6135 198;   93;1;0;3;2
 7330;5,00E+19;FALSE;  120;Mandado de Segurança Cível;12952;2ª VARA FEDERAL DE CAMPINAS;7;NA;NA;NA;NA;NA; 6000;Expedição de CND;6000 120;   30;1;0;3;2
 7331;5,02E+19;TRUE; 1116;Execução Fiscal;12689;15ª Vara Federal de Curitiba;7;NA;NA;NA;NA;NA;10398;Metrológica;10398 1116; 2002;0;1;4;2
 7332;5,01E+19;TRUE;  300;Procedimento Especial da Lei Antitóxicos;13866;5ª Vara Federal de Foz do Iguaçu;7;NA;NA;NA;NA;NA; 3608;Tráfico de Drogas e Condutas Afins;3608 300;  189;1;0;4;268
 7333;5,89E+16;TRUE;  283;Ação Penal - Procedimento Ordinário;12519;6ª VARA FEDERAL DE GUARULHOS;7;NA;NA;NA;NA;NA; 3608;Tráfico de Drogas e Condutas Afins;3608 283;  463;1;0;3;268
 7334;3,16E+17;FALSE; 1114;Execução Contra a Fazenda Pública;14004;4? VARA FEDERAL PREVIDENCI?RIA DE S?O PAULO;7;NA;NA;NA;NA;NA; 6123;RMI pela equivalência entre Salário-de-Benefício e Salário-de-Contribuição;6123 1114;  161;1;0;3;2
 7335;5,00E+19;FALSE;    7;Procedimento Comum Cível;13848;1ª VARA FEDERAL DE MAUÁ;7;NA;NA;NA;NA;NA; 6178;Restabelecimento;6178 7;   98;1;0;3;2
 7336;4,02E+16;FALSE;  417;Apelação Criminal;21711;GABINETE DA VICE-PRESIDÊNCIA ;3;NA;NA;NA;NA;NA;10628;Substituição da Pena;10628 417;   67;1;0;3;268
 7337;5,01E+19;FALSE; 1116;Execução Fiscal;12003;1ª Vara Federal de Criciúma;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 7338;5,50E+15;FALSE; 1116;Execução Fiscal;13999;11ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;7;NA;NA;NA;NA;NA; 6092;SIMPLES;6092 1116; 4651;1;0;3;2
 7339;5,65E+16;FALSE;  198;Apelação Cível;21707;GAB. 38 - DES.FED. FAUSTO DE SANCTIS;3;NA;NA;NA;NA;NA; 9050;Preparo / Deserção;9050 198;    4;1;1;3;2
 7340;2,59E+17;FALSE;    7;Procedimento Comum Cível;12224;3ª VARA FEDERAL;1;NA;Reajustes de Remuneração, Proventos ou Pensão;NA;NA;NA;10219;Servidor Público Civil;10219 7; 4817;0;1;5;2
 7341;2,86E+16;TRUE;  156;Cumprimento de sentença;16565;20ª - Belo Horizonte;7;NA;NA;NA;NA;NA;10305;Gratificações de Atividade;10305 156;   15;0;1;1;2
 7342;3,48E+17;FALSE; 1114;Execução Contra a Fazenda Pública;18205;9? VARA FEDERAL PREVIDENCI?RIA DE S?O PAULO;7;NA;NA;NA;NA;NA; 6143;Expurgos inflacionários sobre os benefícios;6143 1114;   31;1;0;3;2
 7343;5,00E+19;TRUE;12078;Cumprimento de Sentença contra a Fazenda Pública;11917;1ª Vara Federal de Francisco Beltrão;7;NA;NA;NA;NA;NA;10045;Diplomas/Certificado de Conclusão do Curso;10045 12078;   52;0;1;4;2
 7344;1,01E+17;FALSE;    7;Procedimento Comum Cível;12222;1ª VARA FEDERAL;7;NA;Reajustes de Remuneração, Proventos ou Pensão;NA;NA;NA;10219;Servidor Público Civil;10219 7; 4817;0;1;5;2
 7345;5,88E+17;FALSE;  283;Ação Penal - Procedimento Ordinário;12397;4ª - Belo Horizonte;7;NA;NA;NA;NA;NA; 3531;Falsificação de documento público;3531 283;  565;1;0;1;268
 7346;4,89E+17;FALSE; 1114;Execução Contra a Fazenda Pública;12931;5? VARA FEDERAL C?VEL DE S?O PAULO;7;NA;NA;NA;NA;NA; 5974;Aquisição de veículos automotores;5974 1114;  377;1;0;3;2
 7347;1,07E+17;TRUE;  198;Apelação Cível;21680;GAB. 11 - DES.FED. ANDRE NABARRETE;3;NA;NA;NA;NA;NA;10945;Expurgos Inflacionários / Planos Econômicos;10945 198;  601;1;0;3;2
 7348;1,58E+16;TRUE; 1116;Execução Fiscal;16439;Gurupi;7;NA;NA;NA;NA;NA;10023;Multas e demais Sanções;10023 1116;  475;0;1;1;2
 7349;1,04E+19;FALSE;  307;Habeas Corpus Criminal;67814;Gab. 08 - DESEMBARGADOR FEDERAL HILTON QUEIROZ;3;NA;NA;NA;NA;NA; 3568;Corrupção ativa;3568 307;   25;1;0;1;268
 7350;1,64E+16;FALSE;  283;Ação Penal - Procedimento Ordinário;16180;1ª Vara Federal de Uruguaiana;7;NA;NA;NA;NA;NA; 3574;Contrabando ou descaminho;3574 283; 3259;1;0;4;268
 7351;6,92E+16;FALSE; 1116;Execução Fiscal;12671;19ª Vara Federal de Porto Alegre;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 7352;4,38E+15;FALSE; 1116;Execução Fiscal;12229;8ª VARA FEDERAL;7;NA;NA;NA;NA;NA;10395;Multas e demais Sanções;10395 1116; 5743;0;1;5;2
 7353;5,00E+19;FALSE; 1116;Execução Fiscal;12696;5ª Vara Federal de Maringá;7;NA;NA;NA;NA;NA; 6046;Conselhos Regionais e Afins (Anuidade);6046 1116;14250;1;0;4;2
 7354;5,00E+19;FALSE; 1116;Execução Fiscal;52495;CENTRAL DE CONCILIAÇÃO DE PRESIDENTE PRUDENTE;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
 7355;3,42E+17;TRUE;12078;Cumprimento de Sentença contra a Fazenda Pública;14002;1ª VARA FEDERAL PREVIDENCIÁRIA DE SÃO PAULO;7;NA;NA;NA;NA;NA; 6104;Pensão por Morte (Art. 74/9);6104 12078;  112;1;0;3;2
 7356;7,63E+16;FALSE;  198;Apelação Cível;67824;Gab. 13 - DESEMBARGADOR FEDERAL SOUZA PRUDENTE;3;NA;NA;NA;NA;NA; 4842;Reajuste de Prestações;4842 198;  349;1;0;1;2
 7357;2,04E+16;FALSE; 1116;Execução Fiscal;18196;13ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;7;NA;NA;NA;NA;NA; 6039;PIS;6039 1116;  475;1;0;3;2
 7358;5,00E+19;TRUE;  355;Carta Precatória Criminal;12003;1ª Vara Federal de Criciúma;7;NA;NA;NA;NA;NA; 7942;Execução Penal e de Medidas Alternativas;7942 355;  138;1;0;4;268
 7359;5,00E+19;TRUE;  283;Ação Penal - Procedimento Ordinário;11925;1ª Vara Federal de Ponta Grossa;7;NA;NA;NA;NA;NA; 3574;Contrabando ou descaminho;3574 283; 3259;1;0;4;268
 7360;4,47E+15;TRUE; 1116;Execução Fiscal;14013;6ª VARA FEDERAL DE CAMPO GRANDE;7;NA;NA;NA;NA;NA; 6046;Conselhos Regionais e Afins (Anuidade);6046 1116;14250;1;0;3;2
 7361;3,73E+16;FALSE;  272;Representação Criminal/Notícia de Crime;12004;7ª Vara Federal de Florianópolis;7;NA;NA;NA;NA;NA; 3430;Apropriação indébita Previdenciária;3430 272;   24;1;0;4;268
 7362;3,40E+16;FALSE;  198;Apelação Cível;21715;GABINETE DA CONCILIAÇÃO;3;NA;NA;NA;NA;NA; 8990;Provas;8990 198;  632;1;0;3;2
 7363;3,66E+15;TRUE; 1116;Execução Fiscal;17678;27ª - Belo Horizonte;7;NA;NA;NA;NA;NA;    0;NA;0 1116; 1296;0;1;1;2
 7364;5,18E+16;FALSE;  198;Apelação Cível;16595;VICE-PRESID?NCIA;3;NA;NA;NA;NA;NA; 5993;Decadência;5993 198;   14;1;0;3;2
 7365;5,02E+18;TRUE; 1111;Execução de Título Judicial;14136;12ª Vara Federal;7;NA;NA;NA;NA;NA; 6118;Aposentadoria por Tempo de Contribuição (Art. 55/6);6118 1111;  355;1;0;5;2
 7366;4,37E+17;TRUE;    7;Procedimento Comum Cível;12296;1ª Vara Federal de Niterói;7;NA;NA;NA;NA;NA; 6094;Benefícios em Espécie;6094 7;  268;1;0;2;2
 7367;5,00E+19;FALSE;    7;Procedimento Comum Cível;12521;1ª VARA FEDERAL DE ARARAQUARA;7;NA;NA;NA;NA;NA; 6179;Conversão;6179 7;  106;1;0;3;2
 7368;4,20E+16;FALSE; 1116;Execução Fiscal;53046;3ª RELATORIA DA 3ª TURMA RECURSAL DOS JEF'S/PE;1;NA;NA;NA;NA;NA;10436;Lei de Imprensa;10436 1116; 2054;1;0;5;2
 7369;3,83E+15;TRUE; 1118;Embargos à Execução Fiscal;12436;3ª Vara JEF/EF - Palmas;7;NA;NA;NA;NA;NA; 6006;Prazo de Recolhimento;6006 1118;    1;1;1;1;2
 7370;5,00E+19;TRUE; 1116;Execução Fiscal;17792;3ª Vara Federal de Ponta Grossa;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 7371;5,00E+19;TRUE;   90;Desapropriação;11973;2ª Vara Federal de Rio Grande;7;NA;NA;NA;NA;NA;10122;Desapropriação por Utilidade Pública / DL 3.365/1941;10122 90;  511;0;1;4;2
 7372;5,02E+19;TRUE;    7;Procedimento Comum Cível;12675;24ª Vara Federal de Porto Alegre;7;NA;NA;NA;NA;NA; 4839;Sistema Financeiro da Habitação;4839 7;  311;1;0;4;2
 7373;1,01E+17;TRUE;  283;Ação Penal - Procedimento Ordinário;12466;6ª VARA FEDERAL DE SANTOS;7;NA;NA;NA;NA;NA; 3598;Sonegação de contribuição previdenciária;3598 283;  338;1;0;3;268
 7374;3,39E+16;FALSE;  283;Ação Penal - Procedimento Ordinário;12223;2ª VARA FEDERAL;7;NA;Falsificação de papéis públicos;NA;NA;NA; 3523;Crimes contra a Fé Pública;3523 283;  370;1;0;5;268
 7375;1,50E+15;TRUE;  436;Procedimento do Juizado Especial Cível;12289;Vara Federal de Teresópolis;7;NA;NA;NA;NA;NA;10156;Poupança;10156 436;  227;0;1;2;2
 7376;5,02E+19;FALSE;  307;Habeas Corpus Criminal;44546;GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE);3;NA;NA;NA;NA;NA;10865;Cerceamento de Defesa;10865 307;   10;1;1;4;268
 7377;6,75E+18;FALSE; 1114;Execução Contra a Fazenda Pública;12935;9? VARA FEDERAL C?VEL DE S?O PAULO;7;NA;NA;NA;NA;NA; 6072;FNT/Fundo Nacional de Telecomunicações;6072 1114;  162;1;0;3;2
 7378;5,00E+19;TRUE;12078;Cumprimento de Sentença contra a Fazenda Pública;12653;8ª Vara Federal de Florianópolis;7;NA;NA;NA;NA;NA; 6104;Pensão por Morte (Art. 74/9);6104 12078;  112;1;0;4;2
 7379;5,00E+19;TRUE;  355;Carta Precatória Criminal;11928;1ª Vara Federal de Umuarama;7;NA;NA;NA;NA;NA; 3574;Contrabando ou descaminho;3574 355;  195;1;0;4;268
 7380;1,50E+16;TRUE;  279;Inquérito Policial;13930;2ª Vara Federal de Itaboraí;7;NA;NA;NA;NA;NA; 3432;Estelionato Majorado;3432 279; 1221;1;0;2;268
 7381;5,00E+19;TRUE;  413;Agravo de Execução Penal;12542;5ª VARA FEDERAL DE CAMPO GRANDE;7;NA;NA;NA;NA;NA;10621;Aplicação da Pena;10621 413;   43;1;0;3;268
 7382;5,01E+19;FALSE;  172;Embargos à Execução;12591;3ª Vara Federal de Caxias do Sul;7;NA;NA;NA;NA;NA; 9518;Efeito Suspensivo / Impugnação / Embargos à Execução;9518 172;  210;1;0;4;2
 7383;5,01E+19;TRUE;  283;Ação Penal - Procedimento Ordinário;12004;7ª Vara Federal de Florianópolis;7;NA;NA;NA;NA;NA; 3524;Moeda Falsa / Assimilados;3524 283; 1019;1;0;4;268
 7384;2,59E+17;FALSE;    7;Procedimento Comum Cível;12226;5ª VARA FEDERAL;7;NA;Reajustes de Remuneração, Proventos ou Pensão;NA;NA;NA;10219;Servidor Público Civil;10219 7; 4817;0;1;5;2
 7385;5,00E+19;TRUE;  283;Ação Penal - Procedimento Ordinário;11970;2ª Vara Federal de Santa Maria;7;NA;NA;NA;NA;NA; 3432;Estelionato Majorado;3432 283; 1974;1;0;4;268
 7386;5,00E+19;FALSE;  283;Ação Penal - Procedimento Ordinário;11911;1ª Vara Federal de Apucarana;7;NA;NA;NA;NA;NA; 3629;Crimes contra as Telecomunicações;3629 283;  445;1;0;4;268
 7387;9,71E+15;FALSE;  279;Inquérito Policial;18090;16ª VARA FEDERAL;7;NA;NA;NA;NA;NA; 3431;Estelionato;3431 279;  323;1;0;5;268
 7388;1,31E+15;TRUE; 1118;Embargos à Execução Fiscal;14594;4ª Juiz de Fora;7;NA;NA;NA;NA;NA; 6092;SIMPLES;6092 1118;    9;1;1;1;2
 7389;1,29E+16;FALSE;  159;Execução de Título Extrajudicial;12150;2ª Vara Federal de Uruguaiana;7;NA;NA;NA;NA;NA;  899;DIREITO CIVIL;899 159;  171;1;0;4;2
 7390;3,51E+16;FALSE;12078;Cumprimento de Sentença contra a Fazenda Pública;13863;10ª - Salvador;7;NA;NA;NA;NA;NA; 9608;Franquia;9608 12078;    1;1;1;1;2
 7391;5,01E+19;TRUE;  426;Recurso em Sentido Estrito;11915;3ª Vara Federal de Foz do Iguaçu;7;NA;NA;NA;NA;NA; 3443;Violação de direito autoral;3443 426;   76;1;0;4;268
 7392;5,03E+18;TRUE;  436;Procedimento do Juizado Especial Cível;12185;19a. Vara Federal - Sobral;1;NA;NA;NA;NA;NA; 6098;Rural (Art. 48/51);6098 436; 1569;1;0;5;2
 7393;9,38E+18;FALSE; 1114;Execução Contra a Fazenda Pública;12934;8? VARA FEDERAL C?VEL DE S?O PAULO;7;NA;NA;NA;NA;NA; 9991;Responsabilidade da Administração;9991 1114;   35;0;1;3;2
 7394;3,16E+16;TRUE;  198;Apelação Cível;21711;GABINETE DA VICE-PRESIDÊNCIA ;3;NA;NA;NA;NA;NA;10254;Aposentadoria;10254 198;   16;0;1;3;2
 7395;1,96E+15;TRUE;  460;Recurso Inominado Cível;67909;1ª TR - R3 - Belo Horizonte;7;NA;NA;NA;NA;NA;10154;Expurgos Inflacionários / Planos Econômicos;10154 460;  857;0;1;1;2
 7396;5,01E+18;FALSE; 1111;Execução de Título Judicial;13702;11a. Vara Federal;7;NA;NA;NA;NA;NA; 6095;Aposentadoria por Invalidez;6095 1111;  440;1;0;5;2
 7397;6,83E+15;TRUE; 1116;Execução Fiscal;12130;1ª Governador Valadares;7;NA;NA;NA;NA;NA; 6092;SIMPLES;6092 1116; 4651;1;0;1;2
 7398;3,86E+15;TRUE;   37;Embargos de Terceiro Cível;12312;3ª Vara Federal de Volta Redonda;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 37;   61;1;0;2;2
 7399;5,05E+18;TRUE; 1116;Execução Fiscal;12878;8ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
 7400;5,04E+19;TRUE;  172;Embargos à Execução;12244;27ª Vara Federal do Rio de Janeiro;7;NA;NA;NA;NA;NA;11806;Empréstimo consignado;11806 172;   17;1;0;2;2
 7401;8,54E+16;FALSE; 1116;Execução Fiscal;17675;24ª - Belo Horizonte;7;NA;NA;NA;NA;NA; 6035;Cofins;6035 1116;  786;1;0;1;2
 7402;8,05E+18;TRUE;  355;Carta Precatória Criminal;12223;2ª Vara Federal;7;NA;NA;NA;NA;NA;10898;Competência da Justiça Federal;10898 355;  326;1;0;5;268
 7403;9,20E+15;TRUE;  156;Cumprimento de sentença;12961;1ª VARA FEDERAL DE CAMPO GRANDE;7;NA;NA;NA;NA;NA;10317;Índice de 28,86% Lei 8.622/1993 e 8.627/1993;10317 156;   91;0;1;3;2
 7404;9,36E+18;FALSE; 1710;Mandado de Segurança Criminal;12937;11? VARA FEDERAL C?VEL DE S?O PAULO;7;NA;NA;NA;NA;NA;10009;Inquérito / Processo / Recurso Administrativo;10009 1710;  495;0;1;3;268
 7405;1,67E+16;TRUE; 1116;Execução Fiscal;12192;5ª Vara Federal;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;5;2
 7406;1,74E+16;TRUE; 1116;Execução Fiscal;12284;Vara Federal de Nova Friburgo;7;NA;NA;NA;NA;NA;10395;Multas e demais Sanções;10395 1116; 5743;0;1;2;2
 7407;1,31E+17;TRUE; 1116;Execução Fiscal;12219;22ª Vara Federal;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;5;2
 7408;6,77E+16;TRUE;  172;Embargos à Execução;12895;1ª Vara Federal de Vitória;7;NA;NA;NA;NA;NA;10302;Adicional por Tempo de Serviço;10302 172;    7;0;1;2;2
 7409;5,00E+19;FALSE;  283;Ação Penal - Procedimento Ordinário;12598;2ª Vara Federal de Santana do Livramento;7;NA;NA;NA;NA;NA; 3574;Contrabando ou descaminho;3574 283; 3259;1;0;4;268
 7410;5,00E+19;TRUE;  417;Apelação Criminal;17784;1ª Turma Recursal do Paraná;7;NA;NA;NA;NA;NA; 3656;Crimes do Código Brasileiro de Telecomunicações;3656 417;   31;1;0;4;268
